fiscal_year,cip_number,cip_year_id,project_title,location,project_desc,FY,amt_type,operating_impact_amt,appropriated_amt,agency_amt,planning_amt,bof_amt,boe_amt,budget_amt,total_amt,source,source_code,source_name,bureau_program,bureau_name,contract_number,has_prior_appropriation,has_prior_request,request_year_min,request_year_max,request_year_list,n_request_year,request_year_range,budget_year_min,budget_year_max,n_budget_year
2024,508-046,508-046_2024,Park Heights Avenue from W. Rogers Avenue to Strathmore Avenue,Park Heights Avenue from W. Rogers Avenue to Strathmore Avenue,"Rehabilitate roadway to include ADA sidewalk upgrades, curb & gutter, street and pedestrian lighting, traffic signal reconstruction, drainage improvements, landscaping, hardscaping, signing and pavement marking improvements.",FY2024,Total,0,10398000,3434000,3434000,3434000,3434000,3434000,13832000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2024,,6,10,2015,2024,6
2024,508-053,508-053_2024,Madison Street Rehabilitation from N. Milton Avenue to Edison Highway,Madison Street from N. Milton Avenue to Edison Highway,"Roadway rehabilitation, new sidewalks, curb and gutters, ADA compliant ramps and driveways, replacement of signals and pedestrian signals for safety, aesthetics and foot traffic.",FY2024,Source,0,100000,861000,860000,860000,860000,860000,960000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2024,,7,10,2015,2024,7
2024,508-053,508-053_2024,Madison Street Rehabilitation from N. Milton Avenue to Edison Highway,Madison Street from N. Milton Avenue to Edison Highway,"Roadway rehabilitation, new sidewalks, curb and gutters, ADA compliant ramps and driveways, replacement of signals and pedestrian signals for safety, aesthetics and foot traffic.",FY2024,Total,0,100000,861000,860000,860000,860000,860000,960000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2015,2024,,7,10,2015,2024,7
2024,508-072,508-072_2024,Patapsco Ave - Magnolia Ave to Potee,Patapsco Ave - Magnolia Ave to Potee,"Rehabilitate aging concrete arterial road to provide a better riding surface on this important arterial, transit, and truck route.  Install missing bicycle and pedestrian facilities to align with our Complete Streets focus.",FY2024,Source,0,7580000,6254000,6254000,6254000,6254000,6254000,13834000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2016,2024,,6,9,2016,2024,6
2024,508-072,508-072_2024,Patapsco Ave - Magnolia Ave to Potee,Patapsco Ave - Magnolia Ave to Potee,"Rehabilitate aging concrete arterial road to provide a better riding surface on this important arterial, transit, and truck route.  Install missing bicycle and pedestrian facilities to align with our Complete Streets focus.",FY2024,Source,0,1080000,1500000,1500000,1500000,1500000,1500000,2580000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2016,2024,,6,9,2016,2024,6
2024,508-072,508-072_2024,Patapsco Ave - Magnolia Ave to Potee,Patapsco Ave - Magnolia Ave to Potee,"Rehabilitate aging concrete arterial road to provide a better riding surface on this important arterial, transit, and truck route.  Install missing bicycle and pedestrian facilities to align with our Complete Streets focus.",FY2024,Total,0,8660000,7754000,7754000,7754000,7754000,7754000,16414000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2016,2024,,6,9,2016,2024,6
2024,508-102,508-102_2024,Bike Master Plan: Eutaw Place,Eutaw Place: Druid Hill Avenue to Druid Park Lake,Install cycle track/buffered lanes on Eutaw Place per the Bike Master Plan.,FY2024,Source,0,460000,140000,140000,140000,140000,140000,600000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2022,2024,,3,3,2022,2024,3
2024,508-102,508-102_2024,Bike Master Plan: Eutaw Place,Eutaw Place: Druid Hill Avenue to Druid Park Lake,Install cycle track/buffered lanes on Eutaw Place per the Bike Master Plan.,FY2024,Total,0,460000,140000,140000,140000,140000,140000,600000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2022,2024,,3,3,2022,2024,3
2024,508-119,508-119_2024,DOT Maintenance Facilities Improvements & Repairs,Citywide,The DOT 2009 Facilities Master Plan recommended short term/immediate repairs for the individual facilities needed to provide transportation-related services to the residents of Baltimore City.,FY2024,Source,0,0,2000000,0,0,0,0,0,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2020,2024,,2,5,NA,NA,0
2024,508-119,508-119_2024,DOT Maintenance Facilities Improvements & Repairs,Citywide,The DOT 2009 Facilities Master Plan recommended short term/immediate repairs for the individual facilities needed to provide transportation-related services to the residents of Baltimore City.,FY2024,Total,0,0,2000000,0,0,0,0,0,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2020,2024,,2,5,NA,NA,0
2024,508-122,508-122_2024,Martin Luther King Jr. Blvd Sidepath,Martin Luther King Jr Blvd from Eutaw to Russell St,"Design and construct 1.45-mile sidepath on the west side of sidewalk, per the Separated Bike Lane Network plan.",FY2024,Source,0,0,400000,400000,400000,400000,400000,400000,690   Other State Funds,690,Other State Funds,508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2023,2024,,2,2,2023,2024,2
2024,508-122,508-122_2024,Martin Luther King Jr. Blvd Sidepath,Martin Luther King Jr Blvd from Eutaw to Russell St,"Design and construct 1.45-mile sidepath on the west side of sidewalk, per the Separated Bike Lane Network plan.",FY2024,Total,0,0,400000,400000,400000,400000,400000,400000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2023,2024,,2,2,2023,2024,2
2024,508-126,508-126_2024,Greenway Middle Branch Network Phase 2,Alluvion St to Light St,Construct a 0.8-mile trail as part of the greenway loop for pedestrians and cyclists.,FY2024,Source,0,0,767000,767000,767000,767000,767000,767000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-126,508-126_2024,Greenway Middle Branch Network Phase 2,Alluvion St to Light St,Construct a 0.8-mile trail as part of the greenway loop for pedestrians and cyclists.,FY2024,Source,0,0,192000,192000,192000,192000,192000,192000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-126,508-126_2024,Greenway Middle Branch Network Phase 2,Alluvion St to Light St,Construct a 0.8-mile trail as part of the greenway loop for pedestrians and cyclists.,FY2024,Total,0,0,959000,959000,959000,959000,959000,959000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-137,508-137_2024,Improvements Along MTA Priority Bus Routes,Various Locations,"Improvements along various MTA priority bus routes, to include but not limited to: pavement and lane marking improvements, street lighting upgrades, sidewalk / ADA enhancements, bus pads, storm drain improvements, and hardscape / landscape upgrades.",FY2024,Source,0,0,5000000,5000000,5000000,5000000,5000000,5000000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2021,2024,,4,4,2021,2024,4
2024,508-137,508-137_2024,Improvements Along MTA Priority Bus Routes,Various Locations,"Improvements along various MTA priority bus routes, to include but not limited to: pavement and lane marking improvements, street lighting upgrades, sidewalk / ADA enhancements, bus pads, storm drain improvements, and hardscape / landscape upgrades.",FY2024,Total,0,0,5000000,5000000,5000000,5000000,5000000,5000000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2021,2024,,4,4,2021,2024,4
2024,508-141,508-141_2024,25th Street & Huntington Ave - Greenmount to 29th,25th Street/Huntingdon Avenue - Greenmount Avenue to 29th Street,Rehabilitate the roadway and improve pedestrian access along 25th Street & Huntingdon Avenue from Greenmount Avenue to 29th Street,FY2024,Source,0,0,800000,0,0,0,0,0,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,NA,NA,0
2024,508-141,508-141_2024,25th Street & Huntington Ave - Greenmount to 29th,25th Street/Huntingdon Avenue - Greenmount Avenue to 29th Street,Rehabilitate the roadway and improve pedestrian access along 25th Street & Huntingdon Avenue from Greenmount Avenue to 29th Street,FY2024,Source,0,0,200000,0,0,0,0,0,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,NA,NA,0
2024,508-141,508-141_2024,25th Street & Huntington Ave - Greenmount to 29th,25th Street/Huntingdon Avenue - Greenmount Avenue to 29th Street,Rehabilitate the roadway and improve pedestrian access along 25th Street & Huntingdon Avenue from Greenmount Avenue to 29th Street,FY2024,Total,0,0,1000000,0,0,0,0,0,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,NA,NA,0
2024,508-143,508-143_2024,Pennsylvania Avenue Corridor Improvements (North Avenue to MLK Blvd),Pennsylvania Avenue from North Avenue to MLK Blvd,"Roadway rehabilitation, new sidewalks, curb & gutter, ADA  ramps & driveways, and traffic safety. To promote a true Main Street corridor, walkability is essential. Improvements will increase public safety & enhance a place to shop, live, and play.",FY2024,Source,0,0,800000,800000,800000,800000,800000,800000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-143,508-143_2024,Pennsylvania Avenue Corridor Improvements (North Avenue to MLK Blvd),Pennsylvania Avenue from North Avenue to MLK Blvd,"Roadway rehabilitation, new sidewalks, curb & gutter, ADA  ramps & driveways, and traffic safety. To promote a true Main Street corridor, walkability is essential. Improvements will increase public safety & enhance a place to shop, live, and play.",FY2024,Source,0,0,200000,200000,200000,200000,200000,200000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-143,508-143_2024,Pennsylvania Avenue Corridor Improvements (North Avenue to MLK Blvd),Pennsylvania Avenue from North Avenue to MLK Blvd,"Roadway rehabilitation, new sidewalks, curb & gutter, ADA  ramps & driveways, and traffic safety. To promote a true Main Street corridor, walkability is essential. Improvements will increase public safety & enhance a place to shop, live, and play.",FY2024,Total,0,0,1000000,1000000,1000000,1000000,1000000,1000000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-144,508-144_2024,Orleans Street Rehabilitation (N Washington St to N Ellwood Ave),Orleans Street from N Washington St to N Ellwood Avenue,"Roadway rehabilitation & Complete Street retrofits, new sidewalks, curb & gutters, ADA compliant ramps & driveways for pedestrian and traffic safety, signal reconstruction, drainage improvements, and compliance with applicable complete street elements.",FY2024,Source,0,0,800000,800000,800000,800000,800000,800000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-144,508-144_2024,Orleans Street Rehabilitation (N Washington St to N Ellwood Ave),Orleans Street from N Washington St to N Ellwood Avenue,"Roadway rehabilitation & Complete Street retrofits, new sidewalks, curb & gutters, ADA compliant ramps & driveways for pedestrian and traffic safety, signal reconstruction, drainage improvements, and compliance with applicable complete street elements.",FY2024,Source,0,0,200000,200000,200000,200000,200000,200000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-144,508-144_2024,Orleans Street Rehabilitation (N Washington St to N Ellwood Ave),Orleans Street from N Washington St to N Ellwood Avenue,"Roadway rehabilitation & Complete Street retrofits, new sidewalks, curb & gutters, ADA compliant ramps & driveways for pedestrian and traffic safety, signal reconstruction, drainage improvements, and compliance with applicable complete street elements.",FY2024,Total,0,0,1000000,1000000,1000000,1000000,1000000,1000000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-145,508-145_2024,Johnston Square Improvements,"E. Preston and E. Biddle St from Fallsway to N Eden St, Harford Ave from E. Biddle St to North Ave, Valley St from E. Chase to E Biddle","Roadway Rehabilitation, Curb & gutter, ADA complaint ramps, driveways, sidewalks. Signal replacement, new pedestrian lighting, new tree pits, pedestrian safety improvements, improving traffic pattern, on street cycle track, parking, complete streets",FY2024,Source,0,0,800000,800000,800000,800000,800000,800000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-145,508-145_2024,Johnston Square Improvements,"E. Preston and E. Biddle St from Fallsway to N Eden St, Harford Ave from E. Biddle St to North Ave, Valley St from E. Chase to E Biddle","Roadway Rehabilitation, Curb & gutter, ADA complaint ramps, driveways, sidewalks. Signal replacement, new pedestrian lighting, new tree pits, pedestrian safety improvements, improving traffic pattern, on street cycle track, parking, complete streets",FY2024,Source,0,0,200000,200000,200000,200000,200000,200000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-145,508-145_2024,Johnston Square Improvements,"E. Preston and E. Biddle St from Fallsway to N Eden St, Harford Ave from E. Biddle St to North Ave, Valley St from E. Chase to E Biddle","Roadway Rehabilitation, Curb & gutter, ADA complaint ramps, driveways, sidewalks. Signal replacement, new pedestrian lighting, new tree pits, pedestrian safety improvements, improving traffic pattern, on street cycle track, parking, complete streets",FY2024,Total,0,0,1000000,1000000,1000000,1000000,1000000,1000000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-148,508-148_2024,Bikeways Greenway Trails (BGT) - Northern Sections,Northern Sections of Bikeways Greenway Trail - Gwynns Falls Trail / Leakin Park to Herring Run Trail / Lake Montebello,"Baltimore Greenway Trail–Northern Segment design for an all-ages, shared use path & bicycle facility improvement. Plans to be developed for 6.3 mi. of new trail connection between the Gywnns Falls Trail/Leakin Park to the Herring Run Trail/Lake Montebello",FY2024,Source,0,0,800000,800000,800000,800000,800000,800000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2022,2024,,2,3,2022,2024,2
2024,508-148,508-148_2024,Bikeways Greenway Trails (BGT) - Northern Sections,Northern Sections of Bikeways Greenway Trail - Gwynns Falls Trail / Leakin Park to Herring Run Trail / Lake Montebello,"Baltimore Greenway Trail–Northern Segment design for an all-ages, shared use path & bicycle facility improvement. Plans to be developed for 6.3 mi. of new trail connection between the Gywnns Falls Trail/Leakin Park to the Herring Run Trail/Lake Montebello",FY2024,Source,0,0,200000,200000,200000,200000,200000,200000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2022,2024,,2,3,2022,2024,2
2024,508-148,508-148_2024,Bikeways Greenway Trails (BGT) - Northern Sections,Northern Sections of Bikeways Greenway Trail - Gwynns Falls Trail / Leakin Park to Herring Run Trail / Lake Montebello,"Baltimore Greenway Trail–Northern Segment design for an all-ages, shared use path & bicycle facility improvement. Plans to be developed for 6.3 mi. of new trail connection between the Gywnns Falls Trail/Leakin Park to the Herring Run Trail/Lake Montebello",FY2024,Total,0,0,1000000,1000000,1000000,1000000,1000000,1000000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2022,2024,,2,3,2022,2024,2
2024,508-151,508-151_2024,Neighborhood Traffic Calming,Citywide,Plan and implement traffic calming requests across the city on local roads with high incidents of crashes.,FY2024,Source,0,0,750000,750000,750000,750000,750000,750000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2022,2024,,3,3,2022,2024,3
2024,508-151,508-151_2024,Neighborhood Traffic Calming,Citywide,Plan and implement traffic calming requests across the city on local roads with high incidents of crashes.,FY2024,Total,0,0,750000,750000,750000,750000,750000,750000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2022,2024,,3,3,2022,2024,3
2024,508-154,508-154_2024,I-83 Safety Improvements,Interstate 83,Implement safety improvements on the I-83 corridor as identified in the I-83 Corridor Safety Study. The project will be funded with revenue from new speed cameras on I-83.,FY2024,Source,0,25000000,750000,0,0,0,0,25000000,890   Other Transportation Funds,890,Other Transportation Funds,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2022,2024,,3,3,2022,2023,2
2024,508-154,508-154_2024,I-83 Safety Improvements,Interstate 83,Implement safety improvements on the I-83 corridor as identified in the I-83 Corridor Safety Study. The project will be funded with revenue from new speed cameras on I-83.,FY2024,Total,0,25000000,750000,0,0,0,0,25000000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2022,2024,,3,3,2022,2023,2
2024,508-157,508-157_2024,Frederick Avenue ADA Upgrades (Brunswick to S. Pulaski),Frederick Avenue from Brunswick Street to S. Pulaski Street,"Upgrade ADA pedestrian facilities including curb ramps, sidewalks, removal of obstructions to provide compliant ADA access from the neighborhood to the Westside Shopping Center and to the transit transfer stops along Frederick Ave.",FY2024,Source,0,400000,640000,640000,640000,640000,640000,1040000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2023,2024,,2,2,2023,2024,2
2024,508-157,508-157_2024,Frederick Avenue ADA Upgrades (Brunswick to S. Pulaski),Frederick Avenue from Brunswick Street to S. Pulaski Street,"Upgrade ADA pedestrian facilities including curb ramps, sidewalks, removal of obstructions to provide compliant ADA access from the neighborhood to the Westside Shopping Center and to the transit transfer stops along Frederick Ave.",FY2024,Source,0,0,160000,160000,160000,160000,160000,160000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,TRUE,2023,2024,,2,2,2023,2024,2
2024,508-157,508-157_2024,Frederick Avenue ADA Upgrades (Brunswick to S. Pulaski),Frederick Avenue from Brunswick Street to S. Pulaski Street,"Upgrade ADA pedestrian facilities including curb ramps, sidewalks, removal of obstructions to provide compliant ADA access from the neighborhood to the Westside Shopping Center and to the transit transfer stops along Frederick Ave.",FY2024,Total,0,400000,800000,800000,800000,800000,800000,1200000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2023,2024,,2,2,2023,2024,2
2024,508-158,508-158_2024,Central Avenue Bicycle Facility,Central Avenue from Lancaster Street to Monument Street,Installation of bicycle facilities along Central Avenue from Lancaster Street to Monument Street,FY2024,Source,0,400000,400000,400000,400000,400000,400000,800000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2023,2024,,2,2,2023,2024,2
2024,508-158,508-158_2024,Central Avenue Bicycle Facility,Central Avenue from Lancaster Street to Monument Street,Installation of bicycle facilities along Central Avenue from Lancaster Street to Monument Street,FY2024,Total,0,400000,400000,400000,400000,400000,400000,800000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,TRUE,TRUE,2023,2024,,2,2,2023,2024,2
2024,508-162,508-162_2024,W North Avenue Pedestrian Safety Improvements (Mt Royal Ave to Hilton St),W North Avenue (Mt Royal Avenue to Hilton Street),"Roadway Rehabilitation, Curb & gutter, ADA complaint ramps, driveways, sidewalks. Signal replacement, new pedestrian lighting, new tree pits, pedestrian safety improvements, improving traffic pattern, on street cycle track, parking, complete streets",FY2024,Source,0,0,800000,800000,800000,800000,800000,800000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-162,508-162_2024,W North Avenue Pedestrian Safety Improvements (Mt Royal Ave to Hilton St),W North Avenue (Mt Royal Avenue to Hilton Street),"Roadway Rehabilitation, Curb & gutter, ADA complaint ramps, driveways, sidewalks. Signal replacement, new pedestrian lighting, new tree pits, pedestrian safety improvements, improving traffic pattern, on street cycle track, parking, complete streets",FY2024,Source,0,0,200000,200000,200000,200000,200000,200000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-162,508-162_2024,W North Avenue Pedestrian Safety Improvements (Mt Royal Ave to Hilton St),W North Avenue (Mt Royal Avenue to Hilton Street),"Roadway Rehabilitation, Curb & gutter, ADA complaint ramps, driveways, sidewalks. Signal replacement, new pedestrian lighting, new tree pits, pedestrian safety improvements, improving traffic pattern, on street cycle track, parking, complete streets",FY2024,Total,0,0,1000000,1000000,1000000,1000000,1000000,1000000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-163,508-163_2024,Keith Avenue Rehabilitation from Broening Hwy to S Clinton St,Keith Avenue from Broening Highway to S Clinton Street,"Concrete roadway rehabilitation, curb and gutter, drainage structure improvement, inlet cleaning.",FY2024,Source,0,0,800000,0,0,0,0,0,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,NA,NA,0
2024,508-163,508-163_2024,Keith Avenue Rehabilitation from Broening Hwy to S Clinton St,Keith Avenue from Broening Highway to S Clinton Street,"Concrete roadway rehabilitation, curb and gutter, drainage structure improvement, inlet cleaning.",FY2024,Source,0,0,200000,0,0,0,0,0,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,NA,NA,0
2024,508-163,508-163_2024,Keith Avenue Rehabilitation from Broening Hwy to S Clinton St,Keith Avenue from Broening Highway to S Clinton Street,"Concrete roadway rehabilitation, curb and gutter, drainage structure improvement, inlet cleaning.",FY2024,Total,0,0,1000000,0,0,0,0,0,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,NA,NA,0
2024,508-164,508-164_2024,Russell Street Rehabilitation from Russell Street Viaduct to City Line,Russell Street from Russell Street Viaduct to City Line,"Concrete and asphalt roadway rehabilitation, curb and gutter improvement, repair and replacement of drainage structures, inlet cleaning, streetlight fixture upgrade",FY2024,Source,0,0,800000,800000,800000,800000,800000,800000,506   Federal Highway Transportation Funds,506,Federal Highway Transportation Funds,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-164,508-164_2024,Russell Street Rehabilitation from Russell Street Viaduct to City Line,Russell Street from Russell Street Viaduct to City Line,"Concrete and asphalt roadway rehabilitation, curb and gutter improvement, repair and replacement of drainage structures, inlet cleaning, streetlight fixture upgrade",FY2024,Source,0,0,200000,200000,200000,200000,200000,200000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-164,508-164_2024,Russell Street Rehabilitation from Russell Street Viaduct to City Line,Russell Street from Russell Street Viaduct to City Line,"Concrete and asphalt roadway rehabilitation, curb and gutter improvement, repair and replacement of drainage structures, inlet cleaning, streetlight fixture upgrade",FY2024,Total,0,0,1000000,1000000,1000000,1000000,1000000,1000000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-166,508-166_2024,Towing Facility Improvements,6700 Pulaski Highway,"Towing Facility improvements to address the long-term health and safety facility issues and provide reasonable and conducive workspace for employees that meet ADA, CDC, and OASHA criteria.",FY2024,Source,0,0,6000000,0,0,0,0,0,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,NA,NA,0
2024,508-166,508-166_2024,Towing Facility Improvements,6700 Pulaski Highway,"Towing Facility improvements to address the long-term health and safety facility issues and provide reasonable and conducive workspace for employees that meet ADA, CDC, and OASHA criteria.",FY2024,Total,0,0,6000000,0,0,0,0,0,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,NA,NA,0
2024,508-167,508-167_2024,Wabash Multi-Modal Corridor,Wabash Avenue,"Wabash Avenue from Cold Spring to Patterson Avenue to enhance multi-modal connectivity for improved pedestrian, transit, bike, and ADA improvements connecting to the planned Reisterstown Plaza TOD Site.",FY2024,Source,0,0,65000,65000,65000,65000,65000,65000,690   Other State Funds,690,Other State Funds,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-167,508-167_2024,Wabash Multi-Modal Corridor,Wabash Avenue,"Wabash Avenue from Cold Spring to Patterson Avenue to enhance multi-modal connectivity for improved pedestrian, transit, bike, and ADA improvements connecting to the planned Reisterstown Plaza TOD Site.",FY2024,Source,0,0,200000,200000,200000,200000,200000,200000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-167,508-167_2024,Wabash Multi-Modal Corridor,Wabash Avenue,"Wabash Avenue from Cold Spring to Patterson Avenue to enhance multi-modal connectivity for improved pedestrian, transit, bike, and ADA improvements connecting to the planned Reisterstown Plaza TOD Site.",FY2024,Total,0,0,265000,265000,265000,265000,265000,265000,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-168,508-168_2024,Harford Avenue Corridor Plan and Implementation,"Ensor Street and Harford Avenue, from Forest Street to North Avenue","Plan & design Complete Streets improvements to Harford Avenue & Ensor Street in the Oliver, Johnston Square, & Oldtown neighborhoods to support corridor safety & vitality. Funds requested supplement a planning grant from the Baltimore Metropolitan Council",FY2024,Source,0,0,200000,0,0,0,0,0,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,NA,NA,0
2024,508-168,508-168_2024,Harford Avenue Corridor Plan and Implementation,"Ensor Street and Harford Avenue, from Forest Street to North Avenue","Plan & design Complete Streets improvements to Harford Avenue & Ensor Street in the Oliver, Johnston Square, & Oldtown neighborhoods to support corridor safety & vitality. Funds requested supplement a planning grant from the Baltimore Metropolitan Council",FY2024,Total,0,0,200000,0,0,0,0,0,NA,NA,NA,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,NA,NA,0
2024,508-169,508-169_2024,Druid Park Lake Drive Complete Streets Reconstruction,Druid Park Lake Dr from the I-83 south exit to the second Greenspring Ave entrance,"Advance 15% concept planning study for lane-diet combined with multi-modal transportation improvements, to a 30% design, full environmental review, and stakeholder coordination in compliance with the NEPA process.",FY2024,Source,0,0,2000000,2000000,2000000,2000000,2000000,2000000,590   Other Federal Funds,590,Other Federal Funds,508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,508-169,508-169_2024,Druid Park Lake Drive Complete Streets Reconstruction,Druid Park Lake Dr from the I-83 south exit to the second Greenspring Ave entrance,"Advance 15% concept planning study for lane-diet combined with multi-modal transportation improvements, to a 30% design, full environmental review, and stakeholder coordination in compliance with the NEPA process.",FY2024,Source,0,0,500000,500000,500000,500000,500000,500000,800   General Funds (HUR Eligible),800,General Funds (HUR Eligible),508,Transportation: Streets & Hwys,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
