fiscal_year,cip_number,filename,bureau,source_code,source_name,amt_type,appropriated_amt,report_fy,offset_fy,boe_amt,cip_year_id,project_desc,project_title,location,operating_impact_amt
2009,520-100,2009cp.pdf,DPW: Storm Water Program,800,City Motor Vehicle Revenue Funds,Source,1000000,2009,0,200000,520-100_2009,Replace existing storm inlets grates with safety grates to increase bicycle safety.,Storm Water Drain - Safety Grates,Citywide,0
2009,520-400,2009cp.pdf,DPW: Storm Water Program,800,City Motor Vehicle Revenue Funds,Source,2864000,2009,0,300000,520-400_2009,Design and construct storm drain improvements to alleviate the flooding problem at the sump area in Pulaski Highway near Monument Street.,Pulaski Highway Storm Water Improvements,Pulaski Highway and Monument Street,0
2009,520-439,2009cp.pdf,DPW: Storm Water Program,800,City Motor Vehicle Revenue Funds,Source,1950000,2009,0,500000,520-439_2009,"Investigate, recommend solutions and design improvements to identified projects using the services of an On-Call Engineering consultant to resolve stormwater drainage problems.",On Call Storm Drain Design/Engin. Service,Citywide,0
2009,520-450,2009cp.pdf,DPW: Storm Water Program,800,City Motor Vehicle Revenue Funds,Source,500000,2009,0,500000,520-450_2009,Study and design the upgrade to the existing storm drain system in the 1900 block of Annapolis Road to resolve a history of flooding occurences.,Annapolis Road Storm Drain Improvements,"Annapolis Road south of Monroe Street Bridge, adjacent to Gwynns Falls",NA
2009,520-451,2009cp.pdf,DPW: Storm Water Program,800,City Motor Vehicle Revenue Funds,Source,500000,2009,0,700000,520-451_2009,"Study and design an upgrade to storm drains at the Fairmont area of West Baltimore in the City to alleviate flooding. Construct a new drainage system to include storm drain pipes, inlets, manholes, and all associated appurtenances.",Fairmount Storm Drain Improvements,"Fairmount area West Baltimore near Chesholm, Cedric, and Nortonia Roads",0
2009,520-708,2009cp.pdf,DPW: Storm Water Program,800,City Motor Vehicle Revenue Funds,Source,200000,2009,0,0,520-708_2009,"Study, design, and construct the necessary improvements to the existing storm water pumping stations (Colgate St., Charles St., etc.) to improve performance and operational reliability.",Storm Water Pumping Stations Improvements,Various,NA
2009,520-711,2009cp.pdf,DPW: Storm Water Program,800,City Motor Vehicle Revenue Funds,Source,550000,2009,0,200000,520-711_2009,"Study, inspect and develop a design strategy in cleaning the stream channels of debris accumulations and improve the stream channel cross section to be able to improve channel flow and stabilize the stream bank to prevent erosions.",Emergency Flood Mitigation,Various,NA
2009,520-715,2009cp.pdf,DPW: Storm Water Program,800,City Motor Vehicle Revenue Funds,Source,250000,2009,0,250000,520-715_2009,"Study, design, and construct storm water system improvements in the Northeast part of Baltimore City to improve public safety and minimize property damage during significant storm events.",Northeast Baltimore Drainage Improvements,Northeast Baltimore,NA
2009,520-933,2009cp.pdf,DPW: Storm Water Program,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,50000,520-933_2009,Study and develop a report in regard to the condition of the utility infrastructure in the Middle Branch area of the City.,Middle Branch Utility Infrastructure Study,Middle Branch section of the City,NA
2009,520-934,2009cp.pdf,DPW: Storm Water Program,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,0,520-934_2009,Study and develop a report in regard to the condition of the utility infrastructure of the City in the Cherry Hill area.,Cherry Hill Utility Infrastructure Study,Cherry Hill area of the City,0
2009,524-052,2009cp.pdf,Public Markets,100,General Obligation Bonds,Source,0,2009,0,0,524-052_2009,"Improve roofs, HVAC, ventilation, steam coils, electrical systems, loading dock repairs, lighting, security cameras, drainage systems, floor tile, doors, painting and exterior repairs at the five public markets.",Baltimore Public Markets Improvements,"1700 Pennsylvania Ave, 1640 Aliceanna St, 1065 S Charles St, 26 S Arlington Ave, 2101 E Monument St",0
2009,524-052,2009cp.pdf,Public Markets,200,General Funds,Source,930000,2009,0,0,524-052_2009,"Improve roofs, HVAC, ventilation, steam coils, electrical systems, loading dock repairs, lighting, security cameras, drainage systems, floor tile, doors, painting and exterior repairs at the five public markets.",Baltimore Public Markets Improvements,"1700 Pennsylvania Ave, 1640 Aliceanna St, 1065 S Charles St, 26 S Arlington Ave, 2101 E Monument St",0
2009,525-351,2009cp.pdf,DPW: Pollution/Erosion Control,801,Motor Vehicle Revenue Fund Debt Restructuring,Source,2000000,2009,0,0,525-351_2009,Design and construct restoration alternatives for the stream and open channels with high erosion potential that threaten public and private property and post construction monitoring.,East Stony Run Open Channel Improvements Phase I,East of Charles Street,0
2009,525-449,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,200000,2009,0,0,525-449_2009,Purchase and install several trash and debris collectors in the Harbor-Middle Branch watershed using Maryland Port Administration (MPA) mitigation funds.,Baltimore Harbor-Middle Branch Debris Collector,Baltimore Harbor-Middle Branch,NA
2009,525-449,2009cp.pdf,DPW: Pollution/Erosion Control,990,Other Funds (Not Classified Above),Source,600000,2009,0,600000,525-449_2009,Purchase and install several trash and debris collectors in the Harbor-Middle Branch watershed using Maryland Port Administration (MPA) mitigation funds.,Baltimore Harbor-Middle Branch Debris Collector,Baltimore Harbor-Middle Branch,NA
2009,525-646,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,600000,2009,0,120000,525-646_2009,Develop comprehensive stream and watershed restoration plans for targeted watersheds identified under the National Pollutant Discharge Elimination System (NPDES) permit for stormwater.,Watershed Restoration Study,Citywide,NA
2009,525-649,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,250000,525-649_2009,Design and implement prioritized areas identified in the stream and watershed restoration plan and open channel database required under the National Pollutant Discharge Elimination System (NPDES) permit for stormwater.,Upper Moore`s Run Stream Restoration Project,Moore`s Run Stream between Radecke Ave. and Interstate I-895,0
2009,525-703,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,0,525-703_2009,Design and implement prioritized areas identified in the open channel database required under the NPDES Permit for stormwater.,Powder Mill Run Stream Restoration - Phase II,Powder Mill Run,0
2009,525-703,2009cp.pdf,DPW: Pollution/Erosion Control,990,Other Funds (Not Classified Above),Source,0,2009,0,0,525-703_2009,Design and implement prioritized areas identified in the open channel database required under the NPDES Permit for stormwater.,Powder Mill Run Stream Restoration - Phase II,Powder Mill Run,0
2009,525-704,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,0,525-704_2009,Design and implement prioritized areas identified in the open channel database required under the NPDES Permit for stormwater.,Upper Moore`s Run Stream Restoration Project II,Upper Moore`s Run,0
2009,525-705,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,0,525-705_2009,Design and implement prioritized areas identified in the open channel database required under the NPDES Permit for stormwater.,Maidens Choice Environmental Restoration Project 3,Maidens Choice Run,NA
2009,525-706,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,0,525-706_2009,Design and implement prioritized areas identified in the open channel database required under the NPDES Permit for stormwater.,Powder Mill Run Stream Restoration - Phase III,Powder Mill Run,NA
2009,525-707,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,250000,2009,0,250000,525-707_2009,Design and implement of prioritized area identified in the open channel database required under the NPDES Permit for stormwater.,Urgent Needs Engineering Support,Various,NA
2009,525-708,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,0,525-708_2009,Design and construct identified BMPs in the City`s Municipal Stormwater Permit.,Harris Creek Watershed Restoration,Harris Creek,NA
2009,525-709,2009cp.pdf,DPW: Pollution/Erosion Control,990,Other Funds (Not Classified Above),Source,0,2009,0,0,525-709_2009,Design and implement the restoration alternatives identified in the stream and watershed restoration plan and open channel database required under the NPDES permit for stormwater.,Chinquapin Run Environmental Restoration Project 1,Chinquapin Run,NA
2009,525-710,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,160000,525-710_2009,Design restoration plan developed by the Woodberry Land Trust and under a grant to meet the City`s NPDES Permit for Stormwater.,Woodberry Forest Initiation Project,Woodberry Forrest,0
2009,525-710,2009cp.pdf,DPW: Pollution/Erosion Control,990,Other Funds (Not Classified Above),Source,0,2009,0,0,525-710_2009,Design restoration plan developed by the Woodberry Land Trust and under a grant to meet the City`s NPDES Permit for Stormwater.,Woodberry Forest Initiation Project,Woodberry Forrest,0
2009,525-711,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,0,525-711_2009,"Study and design the environmental restoration projects to treat 20 percent of the impervious area in the Herring Run Watershed, a NPDES permit requirement for stormwater.",Herring Run Restoration Project 1,Herring Run,0
2009,525-712,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,0,525-712_2009,"Study and design the environmental restoration projects to treat 20 percent of the impervious area in the Jones Falls watershed, a NPDES permit requirement for stormwater.",Jones Falls Run Restoration Project 1,Jones Falls Run,0
2009,525-713,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,0,525-713_2009,"Study and design the environmental restoration projects to treat 20 percent of the impervious area in the Herring Run watershed, a NPDES permit requirement for stormwater.",Herring Run Restoration Project 2,Herring Run,NA
2009,525-714,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,0,525-714_2009,"Study and design the environmental restoration projects to treat 20 percent of the impervious area in the Jones Falls watershed, a NPDES permit requirement for stormwater.",Jones Falls Run Restoration Project 1,Jones Falls Run,NA
2009,525-715,2009cp.pdf,DPW: Pollution/Erosion Control,990,Other Funds (Not Classified Above),Source,0,2009,0,300000,525-715_2009,Design and implement the restoration alternatives for stream channel upstream of Mt. Washington Village.,Western Run Stream Restoration Phase II,Western Run Stream,NA
2009,525-993,2009cp.pdf,DPW: Pollution/Erosion Control,690,Other State Funds,Source,70000,2009,0,0,525-993_2009,Develop a comprehensive watershed restoration plan to comply with the City`s Municipal Stormwater Permit requirements.,Watershed 263 Phase 1 Bio-retention,Hollins Market Street,NA
2009,525-993,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,550000,2009,0,120000,525-993_2009,Develop a comprehensive watershed restoration plan to comply with the City`s Municipal Stormwater Permit requirements.,Watershed 263 Phase 1 Bio-retention,Hollins Market Street,NA
2009,525-994,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,200000,2009,0,2050000,525-994_2009,Design and implement prioritized area identified in the stream and watershed restoration plan and open channel database study required under the NPDES Permit for stormwater.,Powder Mill Run Stream Restoration - Phase1,Powder Mill Run Stream,0
2009,525-995,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,250000,2009,0,0,525-995_2009,Design and implement prioritzed areas identified in the stream and watershed restoration plan and open channel database required under the NPDES Permit for stormwater.,Biddison Run Stream Restoration - Phase II,Biddison Run Stream Upstream of Moravia Road,NA
2009,525-995,2009cp.pdf,DPW: Pollution/Erosion Control,990,Other Funds (Not Classified Above),Source,0,2009,0,0,525-995_2009,Design and implement prioritzed areas identified in the stream and watershed restoration plan and open channel database required under the NPDES Permit for stormwater.,Biddison Run Stream Restoration - Phase II,Biddison Run Stream Upstream of Moravia Road,NA
2009,525-996,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,300000,2009,0,50000,525-996_2009,"Remove excess pavement on school grounds and replace it with landscaping (e.g., shrubs and trees). The removal of pavement reduces stormwater runoff and promotes infiltration.",Green School Phase III,Citywide,NA
2009,525-997,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,950000,2009,0,0,525-997_2009,Design and Implement prioritized areas identified in the stream and watershed restoration plan and open channel database required under the NPDES Permit for stormwater.,Lower Stony Run Stream Restoration- Phase II,Stony Run Down Stream of Wyman Park Drive,NA
2009,525-998,2009cp.pdf,DPW: Pollution/Erosion Control,800,City Motor Vehicle Revenue Funds,Source,200000,2009,0,0,525-998_2009,Design and implement prioritized areas identified in the open channel database plan required under the NPDES Permit for stormwater.,Western Run Stream Restoration - Phase I,Western Run near Pimlico Road,0
2009,525-998,2009cp.pdf,DPW: Pollution/Erosion Control,990,Other Funds (Not Classified Above),Source,2500000,2009,0,2500000,525-998_2009,Design and implement prioritized areas identified in the open channel database plan required under the NPDES Permit for stormwater.,Western Run Stream Restoration - Phase I,Western Run near Pimlico Road,0
2009,527-171,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,279000,2009,0,0,527-171_2009,Streetscape improvements are scheduled for the west side of St. Paul Street (Upper St. Paul Place) from Saratoga Street to Centre Street. This is a continuation of the Downtown Streetscape program.,St. Paul Place Streetscape Phase II (Saratoga to Centre),Saratoga Street to Centre Street (Upper St. Paul Place),NA
2009,527-175,2009cp.pdf,Transportation: Dev. Agencies Program,590,Other Federal Funds,Source,87000,2009,0,0,527-175_2009,"Plan,design and oversee implementation of portions of the Bike Master Plan and a public relations campaign.",Bicycle Network Strategy,Citywide,0
2009,527-175,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,2055000,2009,0,0,527-175_2009,"Plan,design and oversee implementation of portions of the Bike Master Plan and a public relations campaign.",Bicycle Network Strategy,Citywide,0
2009,527-176,2009cp.pdf,Transportation: Dev. Agencies Program,506,Federal Highway Transportation Funds,Source,0,2009,0,0,527-176_2009,"Continue to construct the Jones Falls Trail system from Penn Station south to the Inner Harbor, also making connections to the west side of the harbor and the Gwynns Falls Trail at the Science Center.",Jones Falls/Inner Harbor Trail and Pedestrian Improvements,Mount Vernon to Inner Harbor,NA
2009,527-176,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,1065000,2009,0,0,527-176_2009,"Continue to construct the Jones Falls Trail system from Penn Station south to the Inner Harbor, also making connections to the west side of the harbor and the Gwynns Falls Trail at the Science Center.",Jones Falls/Inner Harbor Trail and Pedestrian Improvements,Mount Vernon to Inner Harbor,NA
2009,527-186,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,1337000,2009,0,250000,527-186_2009,Install street lights and improve landscaping in the commercial districts such as Pennsylvania Avenue and Reisterstown Road,Commercial District Street Lights/Landscaping,Various,NA
2009,527-200,2009cp.pdf,Transportation: Dev. Agencies Program,200,General Funds,Source,50000,2009,0,0,527-200_2009,"Maintain the system of interpretive and site signs throughout the system due to vandalism and other damage, following completion of the Star-Spangled Trail system. Funds also include pre-planning for Charles Street Scenic Byway.",Star Spangled Heritage Trails Maintenance,Various,0
2009,527-200,2009cp.pdf,Transportation: Dev. Agencies Program,690,Other State Funds,Source,0,2009,0,0,527-200_2009,"Maintain the system of interpretive and site signs throughout the system due to vandalism and other damage, following completion of the Star-Spangled Trail system. Funds also include pre-planning for Charles Street Scenic Byway.",Star Spangled Heritage Trails Maintenance,Various,0
2009,527-200,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,980000,2009,0,75000,527-200_2009,"Maintain the system of interpretive and site signs throughout the system due to vandalism and other damage, following completion of the Star-Spangled Trail system. Funds also include pre-planning for Charles Street Scenic Byway.",Star Spangled Heritage Trails Maintenance,Various,0
2009,527-210,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,2000000,2009,0,0,527-210_2009,Streetscape around Mount Vernon Place Park and resurface two blocks of Charles Street between Centre and Madison Streets,Mt. Vernon Place,Charles Street Between Centre and Madison,NA
2009,527-214,2009cp.pdf,Transportation: Dev. Agencies Program,506,Federal Highway Transportation Funds,Source,0,2009,0,0,527-214_2009,"Resurface, install street lights and repair sidewalk from Baltimore Street to Monument.",Calvert Street- Streetscape (Baltimore to Monument),From Baltimore to Monument,NA
2009,527-214,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,170000,2009,0,0,527-214_2009,"Resurface, install street lights and repair sidewalk from Baltimore Street to Monument.",Calvert Street- Streetscape (Baltimore to Monument),From Baltimore to Monument,NA
2009,527-217,2009cp.pdf,Transportation: Dev. Agencies Program,506,Federal Highway Transportation Funds,Source,0,2009,0,0,527-217_2009,"Resurface, install streetlights and repair sidewalk as needed on Howard Street.",Howard Street - Streetscape (Pratt to Centre),Pratt to Centre,NA
2009,527-217,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,240000,2009,0,0,527-217_2009,"Resurface, install streetlights and repair sidewalk as needed on Howard Street.",Howard Street - Streetscape (Pratt to Centre),Pratt to Centre,NA
2009,527-218,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,850000,527-218_2009,Streetscape along the Old Lexington Mall (phase III).,Lexington Street- Streetscape (Park to Liberty),Park to Liberty,0
2009,527-219,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,100000,2009,0,0,527-219_2009,"Mill, resurface, repair base and install pedestrian lights on Lexington Street.",Lexington Street - Streetscape (Charles to JFX),Charles to JFX,NA
2009,527-222,2009cp.pdf,Transportation: Dev. Agencies Program,506,Federal Highway Transportation Funds,Source,0,2009,0,0,527-222_2009,Install pedestrian lights and repair sidewalks on Liberty Street.,Liberty Street - Streetscape (Fayette to Saratoga),Fayette to Saratoga,NA
2009,527-222,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,0,527-222_2009,Install pedestrian lights and repair sidewalks on Liberty Street.,Liberty Street - Streetscape (Fayette to Saratoga),Fayette to Saratoga,NA
2009,527-229,2009cp.pdf,Transportation: Dev. Agencies Program,506,Federal Highway Transportation Funds,Source,0,2009,0,0,527-229_2009,"Mill, resurface, repair base, install pedestrian lights and repair sidewalk on Baltimore Street.",Baltimore Street - Infrastructure/Utility (MLK to Charles),MLK to Charles,NA
2009,527-229,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,500000,2009,0,0,527-229_2009,"Mill, resurface, repair base, install pedestrian lights and repair sidewalk on Baltimore Street.",Baltimore Street - Infrastructure/Utility (MLK to Charles),MLK to Charles,NA
2009,527-293,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,3000000,2009,0,3872000,527-293_2009,Support infrastructure of the 84 acre East Baltimore Redevelopment site. Additional funds are allocated in CIP accounts 551-932 and 557-932 for water and waste water infrastructure.,East Baltimore Development Inc. Site Infrastructure,East Baltimore,0
2009,527-301,2009cp.pdf,Transportation: Dev. Agencies Program,690,Other State Funds,Source,0,2009,0,7000000,527-301_2009,"Complete reconstruction of Broening Highway from Cardiff Avenue to City line. This road is a major industrial route serving the Port of Baltimore, Canton Industrial Area and the Holabird Business Park.",Broening Highway - Infrastructure/Utility (Canton Industrial Area),Canton Industrial Area,0
2009,527-301,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,1500000,2009,0,0,527-301_2009,"Complete reconstruction of Broening Highway from Cardiff Avenue to City line. This road is a major industrial route serving the Port of Baltimore, Canton Industrial Area and the Holabird Business Park.",Broening Highway - Infrastructure/Utility (Canton Industrial Area),Canton Industrial Area,0
2009,527-302,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,0,527-302_2009,Construct Mason F. Lord Drive from Lombard Street into Bayview Campus (to be built in three phases). This project is in support of the construction of a new NIH facility.,Hopkins Bayview -- BioScience/Mason F. Lord Drive,Lombard Street south 500 feet,NA
2009,527-308,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,165000,2009,0,0,527-308_2009,"Streetscape Main Street - resurface, repair sidewalks, install street lights and street furniture.",Washington Blvd. -Streetscape (Cross to MLK),Cross to MLK,NA
2009,527-310,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,0,527-310_2009,"Construct new streets, utilities and streetlights to serve major redevelopment projects.",Future Development Projects Infrastructure/Utility,Citywide,NA
2009,527-312,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,500000,2009,0,1000000,527-312_2009,"Replace Promenade, upgrade streetlights, resurface streets in the Inner Harbor.",Inner Harbor - Infrastructure/ Utility (Inner Harbor),Inner Harbor,NA
2009,527-313,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,150000,2009,0,0,527-313_2009,"Mill, resurface, install pedestrian lights, repair base and sidewalks in Midtown.",Midtown Streetscape/Traffic Improvements,Howard to Calvert,0
2009,527-313,2009cp.pdf,Transportation: Dev. Agencies Program,990,Other Funds (Not Classified Above),Source,0,2009,0,3000000,527-313_2009,"Mill, resurface, install pedestrian lights, repair base and sidewalks in Midtown.",Midtown Streetscape/Traffic Improvements,Howard to Calvert,0
2009,527-315,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,700000,2009,0,700000,527-315_2009,"This project funds resurfacing of industrial area streets on an emergency and as-needed basis to assist with business retention, expansion or attraction.",Industrial Areas Resurfacing (Job Order Contracts) - Infrastructure (City-wide),Citywide,NA
2009,527-319,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,0,527-319_2009,Provide improved accss to 18 acre Potee-Garrett site to facilitate redevelopment and reduce neighborhood impacts of new traffic.,Potee Garrett Access Road,Brooklyn,NA
2009,527-322,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,170000,527-322_2009,"Rehabilitate Patapsco Road from Curtis Avenue to Fairfield Road. Improvements will generally include removal and replacement of existing asphalt surfaces, minor sub-base, curb and sidewalk repairs and other appurtenances.",Fairfield Industrial Park: Patapsco Road,Fairfield,0
2009,527-323,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,600000,2009,0,0,527-323_2009,"Install new ADA approved islands, pedestrain friendly cross walks with stamped concrete, pedestrain lights, and signage at the Light Street/ Key Highway intersection.",Key Highway/ Inner Harbor Intersection,Inner Harbor,0
2009,527-324,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,950000,2009,0,0,527-324_2009,Resurface streets and install sidewalks and streetscape around Parcel D in accordance with the City`s 1990 development agreement with the developer.,Harbor East,Harbor East,0
2009,527-325,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,200000,2009,0,0,527-325_2009,"Mill, resurface, repair base and pedestrian lights from Fayette to Saratoga Streets.",Eutaw Street,West Side,0
2009,527-331,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,200000,2009,0,0,527-331_2009,"Complete street improvements including resurfacing, alignment, sidewalk repair, landscaping to be implement from Aisquith to Mott Forrest.",Old Town Mall Streetscape,Aisquith to Mott Forrest,NA
2009,527-332,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,0,2009,0,200000,527-332_2009,Resurface Liberty Heights Road from Hillsdale to Millford.,Howard Park/Liberty Heights Resurfacing,"Liberty Hts Rd., Hillsdale to Millford",NA
2009,527-393,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,75000,2009,0,750000,527-393_2009,"Design and construct streets, sidewalks, and utilities to facilitate the development of 306 units of mixed income housing.",Barclay Site Infrastructure,Barclay,0
2009,527-493,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,3206000,2009,0,2000000,527-493_2009,"Design and construct streets, sidewalks, and utilities to facilitate the redevelopment of a 128-acre mixed-use community with 1,100 mixed-income rental and for-sale housing units. For water and waste water funds, see CIP projects 551-930 and 557-930.",Uplands Redevelopment Site Infrastructure,Edmondson Village,0
2009,527-627,2009cp.pdf,Transportation: Dev. Agencies Program,800,City Motor Vehicle Revenue Funds,Source,1000000,2009,0,1787000,527-627_2009,Develop a new intersection pattern to address problems with existing traffic patterns in Park Circle,Park Circle Intersection Improvements,Park Circle,0
2009,551-233,2009cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,5993000,2009,0,1000000,551-233_2009,Maintain collection systems under an on-going capital maintenance program..,Wastewater Collection System - Annual Improvements,Various,NA
2009,551-233,2009cp.pdf,DPW: Waste Water,401,Waste Water Utility Funds,Source,318000,2009,0,0,551-233_2009,Maintain collection systems under an on-going capital maintenance program..,Wastewater Collection System - Annual Improvements,Various,NA
2009,551-233,2009cp.pdf,DPW: Waste Water,902,County Grants,Source,7771000,2009,0,1000000,551-233_2009,Maintain collection systems under an on-going capital maintenance program..,Wastewater Collection System - Annual Improvements,Various,NA
2009,551-401,2009cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,9381000,2009,0,0,551-401_2009,Replace and improve sewers as necessary on an unscheduled basis.,Sewer Replacement Projects,Citywide,NA
2009,551-401,2009cp.pdf,DPW: Waste Water,401,Waste Water Utility Funds,Source,8550000,2009,0,2000000,551-401_2009,Replace and improve sewers as necessary on an unscheduled basis.,Sewer Replacement Projects,Citywide,NA
2009,551-403,2009cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,1832000,2009,0,0,551-403_2009,Extend and improve small sewers such as those needed to connect existing dwellings to the sewage system.,Small Sewer Extensions and Improvements,Citywide,NA
2009,551-403,2009cp.pdf,DPW: Waste Water,401,Waste Water Utility Funds,Source,3500000,2009,0,750000,551-403_2009,Extend and improve small sewers such as those needed to connect existing dwellings to the sewage system.,Small Sewer Extensions and Improvements,Citywide,NA
2009,551-404,2009cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,15424000,2009,0,0,551-404_2009,Detect and correct the infiltration / inflow of clear water into sanitary sewers under an on-going program.,Infiltration / Inflow Correction Program,Citywide,NA
2009,551-404,2009cp.pdf,DPW: Waste Water,401,Waste Water Utility Funds,Source,4125000,2009,0,2000000,551-404_2009,Detect and correct the infiltration / inflow of clear water into sanitary sewers under an on-going program.,Infiltration / Inflow Correction Program,Citywide,NA
2009,551-410,2009cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,2650000,2009,0,0,551-410_2009,"Study, design, and construct approximately 24,000 linear feet of the Herring Run Interceptor Sewer.",Improvements to Herring Run Interceptor- Phase 1 SC 836,High Level Sewer Shed,0
2009,551-410,2009cp.pdf,DPW: Waste Water,401,Waste Water Utility Funds,Source,0,2009,0,10937000,551-410_2009,"Study, design, and construct approximately 24,000 linear feet of the Herring Run Interceptor Sewer.",Improvements to Herring Run Interceptor- Phase 1 SC 836,High Level Sewer Shed,0
2009,551-410,2009cp.pdf,DPW: Waste Water,902,County Grants,Source,950000,2009,0,6703000,551-410_2009,"Study, design, and construct approximately 24,000 linear feet of the Herring Run Interceptor Sewer.",Improvements to Herring Run Interceptor- Phase 1 SC 836,High Level Sewer Shed,0
2009,551-526,2009cp.pdf,DPW: Waste Water,302,Waste Water Revenue Bonds,Source,3288000,2009,0,25000000,551-526_2009,"Seal and structurally repair concrete of two digesters for the storage of digested sludge. Construct Acid Phase Reactor (APR) Tank, additional GBTs, and Equalization Tank.",Back River Digester Renovations SC-8526,8201 Eastern Ave,NA
