fiscal_year,cip_number,cip_year_id,filename,project_title,location,project_desc,amt_type,operating_impact_amt,appropriated_amt,agency_amt,planning_amt,bof_amt,boe_amt,bureau_program,bureau_name,contract_number
2019,601-022,601-022_2019,FY19 Capital Budget Report.xls,Westside - Historic Property Stabilization,Westside,Stabilize historic properties located in Westside Downtown by restoring and preserving the historical components on building exteriors and encouraging private sector investment.,Total,0,0,500000,500000,500000,500000,601,Baltimore Development Corporat,NA
2019,601-024,601-024_2019,FY19 Capital Budget Report.xls,Public Market Improvements,"Cross Street, Hollins, and Broadway Markets",Implement capital improvements to the markets to enable them to provide customers with fresh food options. Many of the markets are in need of upgrades to equipment and buildings to enable the markets to offer fresher product.,Total,0,0,1000000,2500000,2500000,2500000,601,Baltimore Development Corporat,NA
2019,601-034,601-034_2019,FY19 Capital Budget Report.xls,Brooklyn Commercial Area Improvements,"100-1400 blks E. Patapsco Ave, 3400-4000 blks Hanover Street, 3400-4000 blks Potee Street",Implement Brooklyn commercial area plan to jump start private interest and investment in the community.,Total,0,0,350000,350000,350000,350000,601,Baltimore Development Corporat,NA
2019,601-046,601-046_2019,FY19 Capital Budget Report.xls,Southwest Plan Implementation,Southwest Baltimore,"Implementation of the Southwest Plan will benefit residents and businesses located in the neighborhood, but will also improve the quality and economic competitiveness of the area, thereby increasing the city's tax and employment base.",Total,0,0,700000,0,0,0,601,Baltimore Development Corporat,NA
2019,601-052,601-052_2019,FY19 Capital Budget Report.xls,Inner Harbor - Rash Field,Inner Harbor,"Rebuild Rash Field into a marquee waterfront park for residents and visitors of all ages. The park will be redesigned for a combination of recreational, educational and active programming experiences to encourage year-round activation of the space.",Total,0,5500000,1000000,1000000,1000000,1000000,601,Baltimore Development Corporat,NA
2019,601-053,601-053_2019,FY19 Capital Budget Report.xls,Inner Harbor - Infrastructure Surface Improvements,Inner Harbor,"Upgrade and improve the aging infrastructure around the Inner Harbor: new light fixtures, electrical upgrades, dock and marina improvement, replacement of crumbling bricks, and raising the grade to accommodate ADA regulations.",Total,0,0,500000,500000,500000,500000,601,Baltimore Development Corporat,NA
2019,601-060,601-060_2019,FY19 Capital Budget Report.xls,Business Park Upgrades,"Holabird, Carroll Camden, Seton, Crossroads, Park Circle",Park upgrades utilizes capital improvements within our business parks in order to remain competitive in attracting new business and retaining existing businesses in our industrial parks.,Total,0,500000,200000,100000,100000,100000,601,Baltimore Development Corporat,NA
2019,601-063,601-063_2019,FY19 Capital Budget Report.xls,Lexington Market,400 W Lexington St,"Capital improvements and merchandising upgrades to Lexington Market, which is facing declining foot traffic and lower sales. Improvements would address obsolete infrastructure, aging structures, and inefficient market layout and amenities.",Total,0,1000000,700000,0,0,0,601,Baltimore Development Corporat,NA
2019,601-064,601-064_2019,FY19 Capital Budget Report.xls,Innovation Fund,City Wide,The Innovation Fund involves revolving loan funds for use by Baltimore City’s technology industry and allows for business and job growth in Baltimore City’s economy.,Total,0,250000,200000,0,0,0,601,Baltimore Development Corporat,NA
2019,601-073,601-073_2019,FY19 Capital Budget Report.xls,East North Avenue Corridor Improvements,East North Avenue,"This project is part of the Mayor's LINCS Initiative and entails improving the physical appearance of the East North Avenue gateway, investing in signage and other improvements that will assist area businesses and promote job growth.",Total,0,0,500000,500000,500000,500000,601,Baltimore Development Corporat,NA
2019,601-079,601-079_2019,FY19 Capital Budget Report.xls,Penn North,W North Avenue and Pennsylvania Avenue,"As part of the LINCS Initiative, this project entails installing and repairing pedestrian/traffic lighting, bicycle racks, bollards, and other street furnishings in accordance with the recommendations from the LINCS TAP for Penn-North.",Total,0,1000000,1000000,1000000,1000000,1000000,601,Baltimore Development Corporat,NA
2019,601-080,601-080_2019,FY19 Capital Budget Report.xls,MICRO Loan,Citywide,"The Micro Loan program is geared towards assisting small, minority and women-owned businesses, and has been operating city-wide since 2013.",Total,0,300000,100000,100000,100000,100000,601,Baltimore Development Corporat,NA
2019,601-089,601-089_2019,FY19 Capital Budget Report.xls,Good Food Loan Fund,City-wide,"The fund would provide zero interest loans for start-up and early-stage food businesses that operate in or predominantly serve healthy food priority areas (formerly known as food deserts), which are the same as grocery store incentive areas.",Total,0,0,100000,0,0,0,601,Baltimore Development Corporat,NA
2019,601-090,601-090_2019,FY19 Capital Budget Report.xls,7 E Redwood Capital Improvements,7 E Redwood St,"Funds would be provided to support needed maintenance improvements at the City-owned 7 E Redwood office property. Improvements will include new HVAC system, removal of water holding tanks, elevator maintenance, and other needed repairs.",Total,0,0,500000,500000,500000,500000,601,Baltimore Development Corporat,NA
2019,601-092,601-092_2019,FY19 Capital Budget Report.xls,Baltimore City Animal Care Facility,2490 Giles Road,"Construct a new Animal Care Center to provide modern animal care, pet adoption services, medical care services, and educational resources for pet owners such as training and obedience classes.",Total,0,0,0,2500000,2500000,2500000,601,Baltimore Development Corporat,NA
2019,601-859,601-859_2019,FY19 Capital Budget Report.xls,BDC Property Management and Maintenance,Citywide,Property management and maintenance for properties acquired for assemblage and redevelopment and maintenance of business parks including signage upgrades and other improvements remain competitive with business parks in neighboring counties.,Total,0,0,0,-116000,-116000,-116000,601,Baltimore Development Corporat,NA
2019,601-860,601-860_2019,FY19 Capital Budget Report.xls,Industrial & Commercial Financing,Citywide,"Make loans to businesses located or seeking to relocate to Baltimore City for retention and expansion, thus providing new jobs to Baltimore City residents and increasing the tax base.",Total,0,1450000,500000,500000,500000,500000,601,Baltimore Development Corporat,NA
2019,601-993,601-993_2019,FY19 Capital Budget Report.xls,BDC Inner Harbor Area,Inner Harbor Area,Capital improvements in the overall Inner Harbor area including but not limited to repair of piers and overall electrical systems in the harbor.,Total,0,0,500000,0,0,0,601,Baltimore Development Corporat,NA
2018,601-013,601-013_2018,FY18 Capital Budget.xls,Citywide Facade Improvements,Citywide,"Project aims to improve the appearance of building facades across Baltimore City. The program provides funds for facade improvements in commercial revitalization districts, industrial areas, and city-wide funds.",Total,0,0,500000,500000,500000,500000,601,Baltimore Development Corporat,NA
2018,601-022,601-022_2018,FY18 Capital Budget.xls,Westside Historic Properties Stabilization,Westside,Stabilize historic properties located in Westside Downtown by restoring and preserving the historical components on building exteriors and encouraging private sector investment.,Total,0,0,500000,500000,500000,500000,601,Baltimore Development Corporat,NA
2018,601-024,601-024_2018,FY18 Capital Budget.xls,Public Market Improvements,"Cross Street, Hollins, and Broadway Markets",Implement capital improvements to the markets to enable them to provide customers with fresh food options. Many of the markets are in need of upgrades to equipment and buildings to enable the markets to offer fresher product.,Total,0,0,250000,0,0,0,601,Baltimore Development Corporat,NA
2018,601-034,601-034_2018,FY18 Capital Budget.xls,Brooklyn Commercial Area Improvements,"100-1400 blks E. Patapsco Ave, 3400-4000 blks Hanover Street, 3400-4000 blks Potee Street",Implement Brooklyn commercial area plan to jump start private interest and investment in the community.,Total,0,0,350000,0,0,0,601,Baltimore Development Corporat,NA
2018,601-046,601-046_2018,FY18 Capital Budget.xls,Southwest Plan Implementation,Southwest Baltimore,"Implementation of the Southwest Plan will benefit residents and businesses located in the neighborhood, but will also improve the quality and economic competitiveness of the area, thereby increasing the city's tax and employment base.",Total,0,0,250000,250000,250000,250000,601,Baltimore Development Corporat,NA
2018,601-052,601-052_2018,FY18 Capital Budget.xls,Inner Harbor - Rash Field,Inner Harbor,"Rebuild Rash Field into a marquee waterfront park for residents and visitors of all ages. The park will be redesigned for a combination of recreational, educational and active programming experiences to encourage year-round activation of the space.",Total,0,4500000,2000000,1000000,1000000,1000000,601,Baltimore Development Corporat,NA
2018,601-053,601-053_2018,FY18 Capital Budget.xls,Inner Harbor - Infrastructure Surface Improvements,Inner Harbor,"Upgrade and improve the aging infrastructure around the Inner Harbor: new light fixtures, electrical upgrades, dock and marina improvement, replacement of crumbling bricks, and raising the grade to accommodate ADA regulations.",Total,0,0,500000,0,0,0,601,Baltimore Development Corporat,NA
2018,601-060,601-060_2018,FY18 Capital Budget.xls,Business Park Upgrades,"Holabird, Carroll Camden, Seton, Crossroads, Park Circle",Park upgrades utilizes capital improvements within our business parks in order to remain competitive in attracting new business and retaining existing businesses in our industrial parks.,Total,0,0,500000,500000,500000,500000,601,Baltimore Development Corporat,NA
2018,601-061,601-061_2018,FY18 Capital Budget.xls,"Infrastructure Upgrades: Russell, Bayard, Worchester, Warner","Russell, Bayard, Worchester, Warner","Reconstruct roadways and sidewalks, install traffic signals, signage, lighting and landscape and streetscape elements, and reconfigure utilities and communication lines to accommodate both current and future needs.",Total,0,4500000,1500000,1500000,1500000,1500000,601,Baltimore Development Corporat,NA
2018,601-063,601-063_2018,FY18 Capital Budget.xls,Lexington Market,400 W Lexington St,"Capital improvements and merchandising upgrades to Lexington Market, which is facing declining foot traffic and lower sales. Improvements would address obsolete infrastructure, aging structures, and inefficient market layout and amenities.",Total,0,2000000,1000000,1000000,1000000,1000000,601,Baltimore Development Corporat,NA
2018,601-064,601-064_2018,FY18 Capital Budget.xls,Innovation Fund,City Wide,The Innovation Fund involves revolving loan funds for use by Baltimore City’s technology industry and allows for business and job growth in Baltimore City’s economy.,Total,0,1750000,750000,250000,250000,250000,601,Baltimore Development Corporat,NA
2018,601-073,601-073_2018,FY18 Capital Budget.xls,East North Avenue Corridor Improvements,East North Avenue,"This project is part of the Mayor's LINCS Initiative and entails improving the physical appearance of the East North Avenue gateway, investing in signage and other improvements that will assist area businesses and promote job growth.",Total,0,0,500000,500000,500000,500000,601,Baltimore Development Corporat,NA
2018,601-076,601-076_2018,FY18 Capital Budget.xls,Bromo Vision Plan,Central,"Install new decorative lighting themed to the Bromo Arts & Entertainment District, new bicycle lanes, a linear park, a pavilion and programmed open space adjacent to Lexington Market, in accordance with the recommendations from the Bromo Vision Plan.",Total,0,0,500000,0,0,0,601,Baltimore Development Corporat,NA
2018,601-077,601-077_2018,FY18 Capital Budget.xls,Sharp Leadenhall,Sharp Leadenhall,"The proposed infrastructure improvements to the blocks bounded by W. Cross, Leadenhall, Stockholm and Race Streets are needed to assist in the retention and attraction of residents, retail establishments, and commercial businesses in the immediate area.",Total,0,0,850000,850000,850000,850000,601,Baltimore Development Corporat,NA
2018,601-078,601-078_2018,FY18 Capital Budget.xls,LINCS,Citywide,"LINCS is an interagency partnership to revitalize the major corridors that connect neighborhoods and communities throughout the City, to enhance the aesthetics and economic viability of these key gateways.",Total,0,0,1000000,0,0,0,601,Baltimore Development Corporat,NA
2018,601-079,601-079_2018,FY18 Capital Budget.xls,Penn North,W North Avenue and Pennsylvania Avenue,"As part of the LINCS Initiative, this project entails installing and repairing pedestrian/traffic lighting, bicycle racks, bollards, and other street furnishings in accordance with the recommendations from the LINCS TAP for Penn-North.",Total,0,0,1000000,1000000,1000000,1000000,601,Baltimore Development Corporat,NA
2018,601-080,601-080_2018,FY18 Capital Budget.xls,MICRO Loan,Citywide,"The Micro Loan program is geared towards assisting small, minority and women-owned businesses, and has been operating city-wide since 2013.",Total,0,0,300000,300000,300000,300000,601,Baltimore Development Corporat,NA
2018,601-083,601-083_2018,FY18 Capital Budget.xls,Commercial Revitalization Impact Fund,City-wide,"Implement a strategy of innovative and creative infrastructure improvements throughout the Main Street districts consisting of solar crosswalks, sidewalks, traffic signals, lighting, bike lanes, bike racks, and signage.",Total,0,0,1000000,0,0,0,601,Baltimore Development Corporat,NA
2018,601-085,601-085_2018,FY18 Capital Budget.xls,Janney Park,Kresson,"Design and construct a replacement to Janney St. Park at 4201 E. Fairmount Avenue.  The funds will supplement a private contribution from Pompeian, Inc., who will construct the Park. The City will retain ownership of the park upon completion.",Total,0,0,150000,150000,150000,150000,601,Baltimore Development Corporat,NA
2018,601-860,601-860_2018,FY18 Capital Budget.xls,Industrial and Commercial Financing,Citywide,"Make loans to businesses located or seeking to relocate to Baltimore City for retention and expansion, thus providing new jobs to Baltimore City residents and increasing the tax base.",Total,0,0,1150000,750000,750000,750000,601,Baltimore Development Corporat,NA
2018,601-873,601-873_2018,FY18 Capital Budget.xls,Brownfield Incentive Fund,Citywide,Funding request for the clean up and redevelopment of brownfield sites throughout the City for business development projects.,Total,0,0,300000,0,0,0,601,Baltimore Development Corporat,NA
2018,601-993,601-993_2018,FY18 Capital Budget.xls,BDC Inner Harbor Area,Inner Harbor Area,Capital improvements in the overall Inner Harbor area including but not limited to repair of piers and overall electrical systems in the harbor.,Total,0,0,500000,0,0,0,601,Baltimore Development Corporat,NA
2017,601-007,601-007_2017,FY17 Capital Budget.xls,Commercial Revitalization - Belair Edison (527-008),Belair Road,"Repair and restore the aging infrastructure on Belair Road in the TAP area.  The goals of the project include increasing pedestrian safety, increasing foot traffic, and improving the perception of the commercial corridor.",Total,0,0,610000,0,0,0,601,Baltimore Development Corporat,NA
2017,601-010,601-010_2017,FY17 Capital Budget.xls,"Commercial Revitalization - Waverly, Greenmount, Eager to 28th Street (527-009)","Greenmount Avenue, Eager to 29th","As part of the Mayor’s LINCS Initiative, this project will replace sidewalks along Greenmount Ave from Eager St to 29th St so as to restore the aging infrastructure and increasing “foot traffic” to the Main Street business corridor.",Total,0,35000,400000,0,0,0,601,Baltimore Development Corporat,NA
2017,601-013,601-013_2017,FY17 Capital Budget.xls,Citywide Facade Improvements,Citywide,"Project aims to improve the appearance of building facades across Baltimore City. The program provides funds for facade improvements in commercial revitalization districts, industrial areas, and city-wide funds.",Total,0,350000,260000,260000,260000,260000,601,Baltimore Development Corporat,NA
2017,601-022,601-022_2017,FY17 Capital Budget.xls,Westside - Historic Property Stabilization,Westside,Stabilize historic properties located in Westside Downtown by restoring and preserving the historical components on building exteriors and encouraging private sector investment.,Total,0,500000,1000000,3500000,3500000,3500000,601,Baltimore Development Corporat,NA
2017,601-024,601-024_2017,FY17 Capital Budget.xls,Public Market Improvements,"Cross Street, Hollins, and Broadway Markets",Implement capital improvements to the markets to enable them to provide customers with fresh food options. Many of the markets are in need of upgrades to equipment and buildings to enable the markets to offer fresher product.,Total,0,0,250000,350000,350000,350000,601,Baltimore Development Corporat,NA
2017,601-025,601-025_2017,FY17 Capital Budget.xls,Commercial Corridor Blighted Property Demolition,Citywide,"Demolish strategic properties to remove blight and encourage investment as part of broader commercial revitalization plans along corridors such as Pennsylvania Avenue, Fayette Street and Washington Boulevard.",Total,0,0,250000,0,0,0,601,Baltimore Development Corporat,NA
2017,601-033,601-033_2017,FY17 Capital Budget.xls,Liberty Heights Corridor Improvements,3200-6000 blks Liberty Heights,"As part of the Mayor’s LINCS Initiative, this project entails improvements along the Liberty Heights Corridor (LHC) in order to leverage development opportunities identified in the LHC Comprehensive Real Estate and Economic Development Assessment.",Total,0,750000,750000,750000,750000,750000,601,Baltimore Development Corporat,NA
2017,601-052,601-052_2017,FY17 Capital Budget.xls,Inner Harbor - Rash Field,Inner Harbor,"Rebuild Rash Field into a marquee waterfront park for residents and visitors of all ages. The park will be redesigned for a combination of recreational, educational and active programming experiences to encourage year-round activation of the space.",Total,0,0,4500000,4500000,4500000,4500000,601,Baltimore Development Corporat,NA
2017,601-053,601-053_2017,FY17 Capital Budget.xls,Inner Harbor - Infrastructure Surface Improvements,Inner Harbor,"Upgrade and improve the aging infrastructure around the Inner Harbor: new light fixtures, electrical upgrades, dock and marina improvement, replacement of crumbling bricks, and raising the grade to accommodate ADA regulations.",Total,0,500000,2500000,2500000,2500000,2500000,601,Baltimore Development Corporat,NA
2017,601-058,601-058_2017,FY17 Capital Budget.xls,Jonestown (527-039),Jonestown,"This project is part of the Mayor's LINCS Initiative.  Implementation of the Jonestown Vision Plan to include: park enhancements, street trees, lighting, public art, traffic calming and support for redevelopment of various sites in the area.",Total,0,0,1350000,0,0,0,601,Baltimore Development Corporat,NA
2017,601-060,601-060_2017,FY17 Capital Budget.xls,Business Park Upgrades,"Holabird, Carroll Camden, Seton, Crossroads, Park Circle",Park upgrades utilizes capital improvements within our business parks in order to remain competitive in attracting new business and retaining existing businesses in our industrial parks.,Total,0,250000,250000,250000,250000,250000,601,Baltimore Development Corporat,NA
2017,601-061,601-061_2017,FY17 Capital Budget.xls,"Infrastructure Upgrades: Russell, Bayard, Worcester","Russell, Bayard, Worchester, Warner","Reconstruct roadways and sidewalks, install traffic signals, signage, lighting and landscape and streetscape elements, and reconfigure utilities and communication lines to accommodate both current and future needs.",Total,0,4000000,500000,500000,500000,500000,601,Baltimore Development Corporat,NA
2017,601-063,601-063_2017,FY17 Capital Budget.xls,Lexington Market,400 W Lexington St,"Capital improvements and merchandising upgrades to Lexington Market, which is facing declining foot traffic and lower sales. Improvements would address obsolete infrastructure, aging structures, and inefficient market layout and amenities.",Total,0,1000000,1750000,1000000,1000000,1000000,601,Baltimore Development Corporat,NA
2017,601-064,601-064_2017,FY17 Capital Budget.xls,Innovation Fund,City Wide,The Innovation Fund involves revolving loan funds for use by Baltimore City’s technology industry and allows for business and job growth in Baltimore City’s economy.,Total,0,1000000,1000000,750000,750000,750000,601,Baltimore Development Corporat,NA
2017,601-073,601-073_2017,FY17 Capital Budget.xls,East North Avenue Corridor Improvements (527-041),East North Avenue,"This project is part of the Mayor's LINCS Initiative and entails improving the physical appearance of the East North Avenue gateway, investing in signage and other improvements that will assist area businesses and promote job growth.",Total,0,0,200000,0,0,0,601,Baltimore Development Corporat,NA
2017,601-077,601-077_2017,FY17 Capital Budget.xls,Sharp Leadenhall (527-040),Sharp Leadenhall,"The proposed infrastructure improvements to the blocks bounded by W. Cross, Leadenhall, Stockholm and Race Streets are needed to assist in the retention and attraction of residents, retail establishments, and commercial businesses in the immediate area.",Total,0,0,850000,0,0,0,601,Baltimore Development Corporat,NA
2017,601-080,601-080_2017,FY17 Capital Budget.xls,MICRO Loan,Citywide,"The Micro Loan program is geared towards assisting small, minority and women-owned businesses, and has been operating city-wide since 2013.",Total,0,0,300000,300000,300000,300000,601,Baltimore Development Corporat,NA
2017,601-081,601-081_2017,FY17 Capital Budget.xls,Jones Falls Trail (508-077),4915 Greenspring Avenue,Phase V construction of the Jones Falls Greenway to utilize neighborhood roads and have dedicated bicycle path along the Jones Falls Greenway.,Total,0,0,600000,0,0,0,601,Baltimore Development Corporat,NA
2017,601-860,601-860_2017,FY17 Capital Budget.xls,Industrial and Commercial Financing,Citywide,"Make loans to businesses located or seeking to relocate to Baltimore City for retention and expansion, thus providing new jobs to Baltimore City residents and increasing the tax base.",Total,0,750000,700000,700000,700000,700000,601,Baltimore Development Corporat,NA
2016,601-007,601-007_2016,FY16 Capital Budget.xls,Commercial Revitalization - Belair Edison(527-008),Belair Road,"Repair and restore the aging infrastructure on Belair Road in the TAP area.  The goals of the project include increasing pedestrian safety, increasing foot traffic, and improving the perception of the commercial corridor.",Total,0,0,725000,0,0,0,601,Baltimore Development Corporat,NA
2016,601-013,601-013_2016,FY16 Capital Budget.xls,Citywide Facade Improvements,Citywide,"Project aims to improve the appearance of building facades across Baltimore City. The program provides funds for facade improvements in commercial revitalization districts, industrial areas, and city-wide funds.",Total,0,0,700000,350000,350000,350000,601,Baltimore Development Corporat,NA
2016,601-014,601-014_2016,FY16 Capital Budget.xls,Lombard & Calvert Streets Streetscaping,Lombard and Calvert Streets,"Reconstruct and landscape sidewalks along the north side of Lombard Street between Calvert and Grant Streets and the west side of Calvert Street between Lombard and Redwood Streets. Includes decorative paving, decorative lighting, and greening.",Total,0,0,475000,0,0,0,601,Baltimore Development Corporat,NA
2016,601-022,601-022_2016,FY16 Capital Budget.xls,Westside Historic Property Stabilization,Westside,Stabilize historic properties located in Westside Downtown by restoring and preserving the historical components on building exteriors and encouraging private sector investment.,Total,0,0,1000000,500000,500000,500000,601,Baltimore Development Corporat,NA
2016,601-024,601-024_2016,FY16 Capital Budget.xls,Public Market Improvements,"Cross Street, Hollins, and Broadway Markets",Implement capital improvements to the markets to enable them to provide customers with fresh food options. Many of the markets are in need of upgrades to equipment and buildings to enable the markets to offer fresher product.,Total,0,0,250000,0,0,0,601,Baltimore Development Corporat,NA
2016,601-025,601-025_2016,FY16 Capital Budget.xls,Commercial Corridor Blighted Property Demolition,Citywide,"Demolish strategic properties to remove blight and encourage investment as part of broader commercial revitalization plans along corridors such as Pennsylvania Avenue, Fayette Street and Washington Boulevard.",Total,0,0,250000,0,0,0,601,Baltimore Development Corporat,NA
2016,601-029,601-029_2016,FY16 Capital Budget.xls,East Baltimore - Broadway Square,800 S. Broadway,Capital funding is required to reconstruct Broadway Square on the 800 block of S. Broadway to support private development of adjacent buildings and public markets.,Total,0,0,1175000,0,0,0,601,Baltimore Development Corporat,NA
2016,601-033,601-033_2016,FY16 Capital Budget.xls,Liberty Heights Corridor Improvements,3200-6000 blks Liberty Heights,"As part of the Mayor’s LINCS Initiative, this project entails improvements along the Liberty Heights Corridor (LHC) in order to leverage development opportunities identified in the LHC Comprehensive Real Estate and Economic Development Assessment.",Total,0,0,750000,750000,750000,750000,601,Baltimore Development Corporat,NA
2016,601-037,601-037_2016,FY16 Capital Budget.xls,Commercial Revitalization - York Road,York Road,The York Road Design Project is the planning and analysis of proposed “Complete Streets” improvements to York Road from 39th Street to the City/County line.,Total,0,0,100000,0,0,0,601,Baltimore Development Corporat,NA
2016,601-052,601-052_2016,FY16 Capital Budget.xls,Inner Harbor - Rash Field,Inner Harbor,"Rebuild Rash Field into a marquee waterfront park for residents and visitors of all ages. The park will be redesigned for a combination of recreational, educational and active programming experiences to encourage year-round activation of the space.",Total,0,0,2000000,1000000,1000000,1000000,601,Baltimore Development Corporat,NA
2016,601-053,601-053_2016,FY16 Capital Budget.xls,Inner Harbor - Infrastructure,Inner Harbor,"Upgrade and improve the aging infrastructure around the Inner Harbor: new light fixtures, electrical upgrades, dock and marina improvement, replacement of crumbling bricks, and raising the grade to accommodate ADA regulations.",Total,0,0,500000,500000,500000,500000,601,Baltimore Development Corporat,NA
2016,601-058,601-058_2016,FY16 Capital Budget.xls,Jonestown,Jonestown,"This project is part of the Mayor's LINCS Initiative.  Implementation of the Jonestown Vision Plan to include: park enhancements, street trees, lighting, public art, traffic calming and support for redevelopment of various sites in the area.",Total,0,0,200000,200000,200000,200000,601,Baltimore Development Corporat,NA
2016,601-060,601-060_2016,FY16 Capital Budget.xls,Business Park Upgrades,"Holabird, Carroll Camden, Seton, Crossroads, Park Circle",Park upgrades utilizes capital improvements within our business parks in order to remain competitive in attracting new business and retaining existing businesses in our industrial parks.,Total,0,0,250000,250000,250000,250000,601,Baltimore Development Corporat,NA
2016,601-061,601-061_2016,FY16 Capital Budget.xls,"Infrastructure Upgrades: Russell, Bayard, Worchester, Warner","Russell, Bayard, Worchester, Warner","Reconstruct roadways and sidewalks, install traffic signals, signage, lighting and landscape and streetscape elements, and reconfigure utilities and communication lines to accommodate both current and future needs.",Total,0,2000000,2000000,2000000,2000000,2000000,601,Baltimore Development Corporat,NA
2016,601-063,601-063_2016,FY16 Capital Budget.xls,Lexington Market,400 W Lexington St,"Capital improvements and merchandising upgrades to Lexington Market, which is facing declining foot traffic and lower sales. Improvements would address obsolete infrastructure, aging structures, and inefficient market layout and amenities.",Total,0,0,1000000,1000000,1000000,1000000,601,Baltimore Development Corporat,NA
2016,601-064,601-064_2016,FY16 Capital Budget.xls,Innovation Fund,City Wide,The Innovation Fund involves revolving loan funds for use by Baltimore City’s technology industry and allows for business and job growth in Baltimore City’s economy.,Total,0,0,1000000,1000000,1000000,1000000,601,Baltimore Development Corporat,NA
2016,601-065,601-065_2016,FY16 Capital Budget.xls,Langley Elmira Severn Street Improvements,St Paul Neighborhood,"The proposed infrastructure improvements to Severn, Langley and Elmira Streets are needed to assist in the retention and attraction of industrial and manufacturing businesses in the City.",Total,0,0,700000,0,0,0,601,Baltimore Development Corporat,NA
2016,601-066,601-066_2016,FY16 Capital Budget.xls,"Greenmount, Eager to 28th (527-009)",Greenmount from Eager Street to 28th Stret,This project is necessary because of the aging infrastructure (after several large water main breaks) in the area and also to attract and increase pedestrian “foot traffic” to the commercial shopping corridor.,Total,0,0,0,200000,200000,200000,601,Baltimore Development Corporat,NA
2016,601-068,601-068_2016,FY16 Capital Budget.xls,East North Avenue Corridor Plan,Greenmount to Milton,Enhancement of Baltimore City’s entrances to improve the physical appearance of gateways and roadways that lead into the City; investing in the repair of these entryways will help area businesses in promoting job growth.,Total,0,0,160000,160000,160000,160000,601,Baltimore Development Corporat,NA
2016,601-075,601-075_2016,FY16 Capital Budget.xls,"Steam Line Relocation,  Warner Street",Warner Street,Relocate a City-owned steam line from under Warner Street to the eastern side of the casino parking garage due to the deteriorated condition of the line. It conveys steam generated by BRESCO to City-owned buildings and major institutions in Downtown.,Total,0,0,0,1217000,1217000,0,601,Baltimore Development Corporat,NA
2016,601-860,601-860_2016,FY16 Capital Budget.xls,Industrial and Commercial Financing,Citywide,"Make loans to businesses located or seeking to relocate to Baltimore City for retention and expansion, thus providing new jobs to Baltimore City residents and increasing the tax base.",Total,0,0,1000000,750000,750000,750000,601,Baltimore Development Corporat,NA
2016,601-873,601-873_2016,FY16 Capital Budget.xls,Brownfield Incentive Fund,Citywide,Funding request for the clean up and redevelopment of brownfield sites throughout the City for business development projects.,Total,0,0,250000,0,0,0,601,Baltimore Development Corporat,NA
2015,601-007,601-007_2015,FY15 Capital Budget.xls,Commercial Revital-Belair Edison (527-008),Belair Road,"Repair and restore the aging infrastructure on Belair Road in the TAP area.  The goals of the project include increasing pedestrian safety, increasing foot traffic, and improving the perception of the commercial corridor.",Total,0,0,725000,0,0,0,601,Baltimore Development Corporat,NA
2015,601-013,601-013_2015,FY15 Capital Budget.xls,Commercial Revitalization - Facade Improvements,Citywide,"Project aims to improve the appearance of building facades across Baltimore City. The program provides funds for facade improvements in commercial revitalization districts, industrial areas, and city-wide funds.",Total,0,0,500000,500000,500000,500000,601,Baltimore Development Corporat,NA
2015,601-022,601-022_2015,FY15 Capital Budget.xls,Westside Historic Property Stabilization,Westside,Stabilize historic properties located in Westside Downtown by restoring and preserving the historical components on building exteriors and encouraging private sector investment.,Total,0,0,1000000,1000000,1000000,1000000,601,Baltimore Development Corporat,NA
2015,601-024,601-024_2015,FY15 Capital Budget.xls,Public Market Improvements,"Cross Street, Hollins, and Broadway Markets",Implement capital improvements to the markets to enable them to provide customers with fresh food options. Many of the markets are in need of upgrades to equipment and buildings to enable the markets to offer fresher product.,Total,0,0,250000,250000,250000,250000,601,Baltimore Development Corporat,NA
2015,601-025,601-025_2015,FY15 Capital Budget.xls,Commercial Corridor Blighted Property Demolition,Citywide,"Demolish strategic properties to remove blight and encourage investment as part of broader commercial revitalization plans along corridors such as Pennsylvania Avenue, Fayette Street and Washington Boulevard.",Total,0,0,250000,250000,250000,250000,601,Baltimore Development Corporat,NA
2015,601-029,601-029_2015,FY15 Capital Budget.xls,Broadway Square (527-013),800 S. Broadway,Capital funding is required to reconstruct Broadway Square on the 800 block of S. Broadway to support private development of adjacent buildings and public markets.,Total,0,0,2275000,0,0,0,601,Baltimore Development Corporat,NA
2015,601-031,601-031_2015,FY15 Capital Budget.xls,Crossroads/CSX Intermodal,Crossroads/CSX Intermodal,The CSX intermodal rail facility proposed for the Mt. Clare Yard will allow for Port expansion at the current site.  Infrastructure improvements in the Crossroads area will improve movements in the area.,Total,0,0,500000,500000,500000,500000,601,Baltimore Development Corporat,NA
2015,601-035,601-035_2015,FY15 Capital Budget.xls,Westport Plan,Westport,Use the ULI TAP program to develop strategies to improve the physical appearance of the Westport commercial corridor to promote area businesses and job growth along the city's major gateways.,Total,0,0,100000,0,0,0,601,Baltimore Development Corporat,NA
2015,601-037,601-037_2015,FY15 Capital Budget.xls,Commercial Revital- York Road (527-012),York Road,The York Road Design Project is the planning and analysis of proposed “Complete Streets” improvements to York Road from 39th Street to the City/County line.,Total,0,0,100000,0,0,0,601,Baltimore Development Corporat,NA
